filename,label,bin_pixel_ratio,sacs_autour_ratio,bin_surrounding_diversity,file_size,width,height,avg_red,avg_green,avg_blue,brightness,contrast_level,edge_density,color_diversity,saturation,hue_dominance,auto_classification,confidence,is_correct
0000811427.jpg,pleine,0.6062102177554439,0.034308323047081646,0.0029148165300062656,52554,600,398,135.64226968174205,133.79354690117253,133.2961850921273,134.2440005583473,59.300994873046875,0.175500418760469,0.7940274011940225,28.237838745117188,55.239131927490234,full,0.5,0
00511_01.jpg,pleine,0.6425111111111111,0.05371947639988877,0.0011002383849834131,62852,600,600,128.48248333333333,130.2067,127.46479166666667,128.71799166666668,50.74852752685547,0.1674138888888889,0.7510226430319837,20.76361656188965,43.23939895629883,full,0.5,0
00874_01.jpg,pleine,0.6093555555555555,0.012659378891810149,0.0019364256561503858,64842,600,600,139.30618055555556,143.449075,140.30384722222223,141.01970092592592,51.72922134399414,0.10803472222222223,0.7911576442786392,20.89657211303711,33.95964813232422,full,0.5,0
00984_02.jpg,pleine,0.13178055555555557,0.05917573328984461,0.002161176930087228,56813,600,600,95.46808333333334,100.54311111111112,107.29383333333334,101.10167592592593,51.44424819946289,0.07829166666666666,0.7481786812957201,73.07254791259766,40.33448028564453,full,0.5,0
10086.jpeg,pleine,0.6349714285714285,0.15333311101477307,0.008759500193224268,14645,140,250,68.14002857142857,55.58665714285714,37.25474285714286,53.66047619047619,53.750736236572266,0.09995714285714286,0.6681439748522812,144.94888305664062,18.914981842041016,full,0.5591424460638137,0
1094.full.jpeg,pleine,0.5975787807974497,0.00159435179732625,0.00027609801479525233,976198,3264,2448,114.37010767593394,108.57603583457484,103.92708007937652,108.95774119662843,52.472618103027344,0.016857310990164038,0.8094560633864601,40.62708282470703,51.48967742919922,full,0.5,0
1107.full.jpeg,pleine,0.584464834238434,0.0032559002677251046,5.6820006571357284e-05,2052924,3264,2448,110.87970284365788,115.1660666870915,119.03050071386807,115.02542341487249,59.212581634521484,0.02363761834390619,0.7473782700517797,37.65225601196289,45.657020568847656,full,0.5,0
1110.full.jpeg,pleine,0.7266377526794193,0.017350973346479913,0.0003040660976786126,1314954,1456,2592,94.64677796643943,96.88267921796567,85.76315782500679,92.43087166980396,37.86257553100586,0.13208355591168092,0.7657739876633302,52.86289596557617,25.93329620361328,full,0.5,0
111e0266037427a8d0e60f07a30f61c682e3a3f9.temp.jpeg,pleine,0.48905714285714286,0.0415485543046894,0.012273987066121156,20615,140,250,136.89745714285715,140.0148,134.83165714285715,137.24797142857142,55.50380325317383,0.25507142857142856,0.8474994000086339,39.06717300415039,46.10651779174805,full,0.5,0
1222.full.jpeg,pleine,0.7740025100975461,0.009064878395794826,0.00021905341542857926,965260,1944,2592,88.46165214747498,93.51402681724076,89.1710855338363,90.38225483285068,45.404541015625,0.1669364703995834,0.7947074895829088,48.75104522705078,43.0789794921875,full,0.5,0
1281.full.jpeg,pleine,0.5640689077918749,0.06459980626977056,0.00031484816255380256,1164310,1632,1224,119.54765144415609,113.88317143646674,101.82490708701782,111.75190998921354,58.97091293334961,0.25994659505959244,0.825132218372777,59.74276351928711,45.78251647949219,full,0.5,0
1286.full.jpeg,pleine,0.6358684511657008,0.004511832712160764,9.935620694930723e-05,2786690,2336,4160,123.30884535119205,123.85405062483535,118.9613643473393,122.0414201077889,45.991844177246094,0.06238505581533193,0.8317556566220866,41.072654724121094,51.68867874145508,full,0.5,0
1309.full.jpeg,pleine,0.52093505859375,0.014764620744941342,0.0002421093309867352,1058039,2560,1440,115.71408582899305,119.40730414496528,110.79756374782986,115.30631790726274,56.67555236816406,0.13344061957465278,0.8588719198943109,60.60628890991211,46.345184326171875,full,0.5,0
1324.full.jpeg,pleine,0.6578185185185185,0.05424193313424139,0.0040662972915130905,59174,600,450,114.45146296296296,124.79622222222223,105.78536296296296,115.01101604938272,62.18954086303711,0.2196611111111111,0.7524182303960074,50.80978775024414,30.189350128173828,full,0.5,0
1375.full.jpeg,pleine,0.26510370370370373,0.031925617102260356,0.0024986171775162602,110162,450,600,114.6046925925926,122.74828148148148,117.633,118.32865802469136,63.82149124145508,0.2403888888888889,0.8506812736238153,73.0306396484375,43.19585037231445,full,0.5,0
1495.full.jpeg,pleine,0.6305484771728516,0.03590079146159579,0.000462702765557472,864392,1536,2048,112.10398928324382,113.01037534077962,119.2262372970581,114.78020064036052,58.81357192993164,0.23117780685424805,0.8012257577492264,35.81802749633789,44.421207427978516,full,0.5,0
1499.full.jpeg,pleine,0.05211887655388953,0.005477530186116625,0.0006690977217222575,1382597,3264,1836,47.34819607309154,95.3067678630548,126.86119638146653,89.83872010587096,37.06207275390625,0.011382174056986629,0.8227554945686892,164.78721618652344,12.361884117126465,full,0.5,0
1526.full.jpeg,pleine,0.491271875,9.406651913900915e-06,0.00012031848302456603,535652,1600,1200,87.2989234375,70.96140260416666,69.2839046875,75.84807690972222,16.919057846069336,0.008765625,0.6856707423457552,60.059967041015625,72.9216079711914,full,0.5,0
1582.full.jpeg,pleine,0.4508512369791667,0.03300796269498284,0.0007421935086909706,273470,1280,960,112.32986083984375,115.32130126953125,103.3833984375,110.344853515625,57.97695541381836,0.17227701822916666,0.8430466160018164,66.46023559570312,42.7649040222168,full,0.5,0
1616.full.jpeg,pleine,0.400400390625,0.022842719144463692,0.00025421514604424757,1521420,2560,1920,119.95676696777343,120.57122721354166,131.9438368733724,124.15727701822917,56.3161735534668,0.08352457682291667,0.8012430689184866,46.6754150390625,45.22408676147461,full,0.5,0
1620.full.jpeg,pleine,0.6270849087283086,0.015854823476124272,0.00024474926196184945,721716,2121,2166,66.51735013232229,70.49837595552195,61.15364122482688,66.05645577089037,43.98878479003906,0.03997596039778097,0.748587925646164,68.41815948486328,42.83130645751953,full,0.5,0
1626.full.jpeg,pleine,0.6039222081502279,0.04675821317717729,0.00038405603213693506,881283,2048,1536,114.87213770548503,118.02939033508301,110.46189816792806,114.45447540283203,59.7736701965332,0.14806111653645834,0.7919201190081557,48.81643295288086,42.44301223754883,full,0.5,0
1767.full.jpeg,pleine,0.4914206073341633,0.04266182069920388,0.0007311857625715665,127422,819,509,108.0773236804671,111.37280837477302,97.49877060289634,105.64963421937881,87.86112213134766,0.1330159689688177,0.7314380231037313,73.442626953125,26.205032348632812,full,0.5266117269872899,0
1799.full.jpeg,pleine,0.6579140691602728,0.011436098270327827,0.00021389817868591366,2955344,3264,1840,109.8783534473572,110.4004792066283,112.91514013213981,111.06465759537511,62.4078369140625,0.1539966632033248,0.7885507677262552,37.74767303466797,58.973331451416016,full,0.5,0
1802.full.jpeg,pleine,0.49900416406350123,0.02162243654780968,0.00019213213480511615,2942617,2448,3264,116.40154027297193,115.49573719142477,104.59962551963187,112.16563432800953,65.70042419433594,0.13988122056420607,0.8168574002705994,57.76462936401367,40.98134231567383,full,0.5,0
1820.full.jpeg,pleine,0.5470948923891452,0.024842569246219554,0.000165460546368141,2772394,2448,3264,111.32951043468859,111.18468445129277,99.0743761914488,107.19619035914339,62.251949310302734,0.12515262308967703,0.8280132499700876,62.23368835449219,37.304664611816406,full,0.5,0
1955.full.jpeg,pleine,0.5482542033047045,0.019129359042216666,6.980339196010349e-05,7315687,5248,3936,118.78303465199286,120.01363212892562,110.50039320050689,116.43235332714178,59.68645477294922,0.04374866383477097,0.8066116431353118,57.744014739990234,46.262367248535156,full,0.5,0
1974.full.jpeg,pleine,0.5454452514648438,0.07771008092301208,0.000248192705842005,1529448,2560,1536,102.64037144978842,104.33945490519206,97.54789454142252,101.509240298801,70.00897979736328,0.18275324503580728,0.7856671866383288,46.45946502685547,43.760536193847656,full,0.5,0
2011.full.jpeg,pleine,0.7407877604166667,0.0382188145089944,0.0023335621139327386,162771,480,640,103.57182942708333,108.48688802083333,98.39246419270833,103.48372721354167,65.82672119140625,0.22392578125,0.7604357099188931,42.045997619628906,21.788482666015625,full,0.5,0
20161220145939_192.jpg,pleine,0.45528310502283104,0.06084294331251804,0.002474394712938892,49529,600,365,147.6993287671233,150.84703196347033,149.66661643835616,149.40432572298326,74.84676361083984,0.18413698630136988,0.7933266815506089,28.05109214782715,45.8674201965332,full,0.5,0
2018.full.jpeg,pleine,0.3729706573193003,0.024253660512028753,0.0001160472019779404,2517794,2448,3264,120.70869064282167,115.7965827696479,105.4245533819124,113.97660893146066,55.39023971557617,0.1094662985189991,0.8308264496284776,58.88615798950195,40.3258056640625,full,0.5,0
2076.full.jpeg,pleine,0.5393689473470052,0.030075114173372833,0.000310828908016293,776234,2048,1536,125.61014302571614,131.8536516825358,128.57365385691324,128.67914952172174,65.71905517578125,0.13146114349365234,0.783771282898809,43.60466003417969,41.474647521972656,full,0.5,0
216f8867d7bddce25fb42080ce1da98a25160ea2.temp.jpeg,pleine,0.48729078014184396,0.07962992889463477,0.011221122112211221,21661,250,141,110.58,113.23191489361702,98.41744680851063,107.40978723404255,70.98908233642578,0.2170354609929078,0.8067720183780136,65.04232788085938,34.69218826293945,full,0.5,0
2419.full.jpeg,pleine,0.7272056579589844,0.01920528510426443,0.0004149531325256567,1517126,1536,2560,116.4296994527181,118.46282628377278,113.39695841471354,116.09649471706814,65.39143371582031,0.1430535634358724,0.6564824883685124,32.66694641113281,45.789100646972656,full,0.5,0
2457.full.jpeg,pleine,0.6062827555338541,0.011216386841294813,0.00015930892885345638,1584669,1920,2560,81.4238818359375,85.95620971679688,76.4944834391276,81.29152499728733,52.97765350341797,0.03223012288411458,0.794434300539184,57.65234375,35.2867431640625,full,0.5,0
2632.full.jpeg,pleine,0.5190752419795078,0.05024860055580331,7.873229257860009e-05,6613136,4032,3024,116.93917402512703,117.12405181497753,111.21043892576321,115.09122158862259,62.5521240234375,0.23600941148064164,0.8354326633147547,43.70709991455078,55.14090347290039,full,0.5,0
279.full.jpeg,pleine,0.7467041015625,0.037648984908439355,0.0011433436720793043,151379,1024,768,100.08737564086914,103.56450907389323,102.49243291219075,102.04810587565105,50.195648193359375,0.09495353698730469,0.7589996532908457,34.83277893066406,41.83726119995117,full,0.5,0
2ad772002e1f6587c4d0f714c01e4928a91910ac.temp.jpeg,pleine,0.19379679144385026,0.28251507321274766,0.0116098144823459,9609,250,187,79.07229946524065,58.599122994652404,66.2223743315508,67.96459893048129,66.8525390625,0.10818181818181818,0.7400772163894935,110.57950592041016,53.29766845703125,full,0.5687759807403074,0
3004.full.jpeg,pleine,0.6175718006429152,0.023568577860765518,0.00019407202668057723,3071935,3264,1836,126.31602795666197,125.18424754501474,119.24855457569738,123.5829433591247,59.1672477722168,0.16758736957473622,0.820363132488705,35.017906188964844,52.45428466796875,full,0.5,0
306f1e4a986a28535ca7a50a2302263dcb1845d4.temp.jpeg,pleine,0.7537112299465241,0.02531069658293623,0.009808429118773946,22139,187,250,125.93411764705883,124.09294117647059,119.34260962566844,123.12322281639929,50.68639373779297,0.15902673796791444,0.7937056629539517,24.388341903686523,47.473628997802734,full,0.5,0
3113.full.jpeg,pleine,0.33590710902701876,0.019454356521057172,0.0034039210552155273,206926,565,753,107.30509231510536,121.71632525943424,88.0541785659721,105.69186538017057,58.518070220947266,0.27584529140076863,0.887917443967635,122.89757537841797,31.205896377563477,full,0.5,0
3586.full.jpeg,pleine,0.4961381613159263,0.06404417843592651,0.0014753391388558934,208691,1140,641,113.64878753044859,114.69875468702959,114.11790103183074,114.15514774976964,69.37601470947266,0.20058297068724854,0.8100508352229383,49.89608383178711,52.36919021606445,full,0.5,0
3675.jpeg,pleine,0.5338723404255319,0.055498337403996116,0.011922168484984817,23980,250,188,124.35395744680851,122.48751063829788,113.36244680851064,120.06797163120568,60.543373107910156,0.23875531914893616,0.8169330397751051,45.33753204345703,38.77158737182617,full,0.5,0
3931.full.jpeg,pleine,0.42734567901234566,0.028464401883535505,0.003593618807724601,55990,360,360,135.26887345679012,121.57025462962963,101.22973765432099,119.35628858024691,46.8902587890625,0.1975,0.7870658841327018,71.55509948730469,14.466767311096191,full,0.5,0
4400.full.jpeg,pleine,0.739928049012158,0.005955001240326528,0.0012398921832884097,66533,640,1316,93.8327032674772,84.28901619490881,74.59087196048633,84.23753047429078,31.939634323120117,0.08022772606382979,0.7933085598384189,67.19662475585938,45.064910888671875,full,0.5,0
4430.full.jpeg,pleine,0.6119855967078189,0.0346856760118649,0.0033163371056667912,53632,270,360,109.45356995884774,106.29288065843622,100.4216769547325,105.38937585733882,52.02997970581055,0.24102880658436213,0.8177897494880622,46.58313751220703,47.497806549072266,full,0.5,0
4482.full.jpeg,pleine,0.3955864197530864,0.025340230799840827,0.00176417494051038,38471,270,360,115.65465020576131,106.89206790123457,95.08069958847737,105.87580589849108,58.83700180053711,0.16395576131687242,0.7862693705629127,61.30803680419922,37.802528381347656,full,0.5,0
4786.full.jpeg,pleine,0.7605319984295249,0.01941108385630701,0.005212702216896345,35798,283,360,98.08801531213192,99.12745386729486,92.27219277581469,96.49588731841382,51.867950439453125,0.19700628190027483,0.7917520168227264,40.43051528930664,40.905723571777344,full,0.5,0
4a6809da019575f7180dbac315f3596ab8599fe7.temp.jpeg,pleine,0.7306950354609929,0.0015526021612222085,0.007135101597642315,5779,141,250,107.92198581560284,107.89656737588652,100.08794326241134,105.30216548463358,30.12801170349121,0.1135886524822695,0.7242542307776847,34.296142578125,30.279407501220703,full,0.5,0
4d7b8b72cd8cfd0b7cad769e3929e0cc37ba3581.temp.jpeg,pleine,0.6666666666666666,0.07078342823483212,0.01586851799376594,22602,250,141,105.23948936170213,108.51072340425532,109.04595744680852,107.59872340425532,60.69444274902344,0.2210354609929078,0.802654160006809,43.51778793334961,48.53731155395508,full,0.5,0
5220.full.jpeg,pleine,0.5346809680968097,0.0890980334712711,0.007500635647088736,31808,202,360,144.04639713971397,141.29438943894388,137.3795104510451,140.90676567656766,58.16330337524414,0.2610767326732673,0.7999264689851098,35.55790710449219,56.72544479370117,full,0.5,0
5242.full.jpeg,pleine,0.35753575357535755,0.047591983987743704,0.0063584214527610755,21195,202,360,162.33950770077007,157.9531215621562,156.7148789878988,159.00250275027503,36.46786117553711,0.14922304730473046,0.7568712646023016,34.54474639892578,50.47095489501953,empty,0.5,0
5280.full.jpeg,pleine,0.6359567901234567,0.052775958579954776,0.0046044370029300966,49441,270,360,136.71543209876543,135.91020576131686,130.22588477366256,134.28384087791494,57.675777435302734,0.2920833333333333,0.762535306666872,35.16897964477539,46.18440628051758,full,0.5,0
5365.full.jpeg,pleine,0.7827314814814815,0.010494228174504024,0.008913230240549828,20536,360,180,100.96341049382715,104.13554012345679,101.68668209876543,102.26187757201646,48.227054595947266,0.1954783950617284,0.7913949195000248,30.711544036865234,50.47950744628906,full,0.5,0
538854bec6ec6336fd9851ae4860d367bee6f72b.temp.jpeg,pleine,0.6130780141843971,0.06275387813849352,0.010254816656308266,18329,250,141,120.5443120567376,119.65117730496453,118.92312056737589,119.70620330969267,55.23404312133789,0.23295035460992908,0.8339589422073306,39.49350357055664,50.98177719116211,full,0.5,0
59b355150e3c7.jpeg,pleine,0.591214405360134,0.021366386640076382,0.002456385205861828,162455,600,398,142.24455611390286,141.0630443886097,139.38685092127304,140.8981504745952,45.35646438598633,0.16115577889447236,0.8297940280358524,29.635042190551758,50.26691436767578,full,0.5,0
59b578137fcbe.jpeg,pleine,0.7075433526011561,0.011809895086854325,0.003884693581179204,36345,600,346,104.58894508670521,106.46285163776493,103.8262668593449,104.95935452793834,42.2977409362793,0.2075,0.7587564651172913,27.16278839111328,49.837581634521484,full,0.5,0
5b172a3fd6501.jpg,pleine,0.40665208333333336,0.092454495053216,0.0012472715933894605,52959,600,800,84.42604375,58.7535125,45.95226458333333,63.04394027777778,54.452392578125,0.10809270833333333,0.7573001210714666,122.92294311523438,53.33796691894531,full,0.5259965711805555,0
621.full.jpeg,pleine,0.28399817148844403,0.019165817201320937,0.0003217309123082182,1034138,2048,1536,117.08334477742513,123.77703825632732,135.55201053619385,125.47079785664876,54.12920379638672,0.10650078455607097,0.8342809409652023,62.33940505981445,36.335121154785156,full,0.5,0
6495.jpeg,pleine,0.6747446808510639,0.019299339234509414,0.010367016205910391,21457,188,250,98.94374468085107,93.79872340425531,83.65595744680851,92.1328085106383,47.3518180847168,0.21764893617021278,0.7575368564845971,43.52204132080078,30.666675567626953,full,0.5,0
6a38dffadada495e14875895ea6141eba765e0b1.temp.jpeg,pleine,0.5458723404255319,0.09785304506851718,0.009746862071383493,34761,250,188,93.36451063829787,88.65810638297873,73.38755319148936,85.13672340425532,65.04417419433594,0.26795744680851064,0.7860172123885195,79.32080841064453,36.649147033691406,full,0.5,0
721189.png,pleine,0.44385481852315395,0.03839800660731284,0.0016173245614035088,799740,600,799,119.2757425949103,117.9563934084272,103.54011472674176,113.59075024335975,57.51066589355469,0.201037755527743,0.8525019854149024,58.49474334716797,40.176937103271484,full,0.5,0
7625.full.jpeg,pleine,0.4648388671875,0.03434164345296936,0.00037029961941428005,278692,960,1280,102.97456298828125,102.01274007161459,85.1442431640625,96.71051540798611,53.159542083740234,0.2229296875,0.8267979630010889,65.52371978759766,34.529136657714844,full,0.5,0
81113.jpg,pleine,0.5755041666666667,0.06749180699548611,0.003056464153573918,218732,600,400,91.08695,94.02175416666667,87.98942083333333,91.03270833333333,65.24161529541016,0.21964583333333335,0.8076374638383682,60.1235466003418,40.93461608886719,full,0.5,0
